_id,OBJECTID,PROJ_NUM,LAST_UPDATED_DATE,PROJECT,LOCATION,DETAILS,DURATION/ Construction Timeline,STATUS,INV_PRIORITY,OWNER,CONTACT_NAME,CONTACT_EMAIL,INV_WEB_SITE,INV_DISPLAY_PROGRAM,INV_DISPLAY_SYMBOL,START_YEAR,CONTR_NUMBER,geometry
232,19141,,2024-04-10,Major Road Reconstruction,STEELES AVE E&lt;br&gt; From: BRIMLEY RD&lt;br&gt; To: MIDLAND AVE,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2024 - Q4 2025,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Brian Nolan, Engineering and Construction Services",bnolan3@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.2973325250841,43.8259504750552],[-79.2965905096487,43.8261287202774],[-79.2965858186382,43.8261298460644],[-79.2959933857037,43.826272150295],[-79.2954561631618,43.8263959252406],[-79.2941324768324,43.8267008885968],[-79.2939728335849,43.8267377861768],[-79.2931126512135,43.826936523393],[-79.2917460839233,43.8272522790495],[-79.2913492036578,43.8273439593373],[-79.2894795688682,43.8277725977523],[-79.2875393354156,43.828201042818],[-79.287202145524,43.8282949348903]]}"
233,19159,,2024-03-14,Local Road Reconstruction,DANESWOOD RD&lt;br&gt; From: GLENALLAN RD&lt;br&gt; To: STRATHEDEN RD,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2027 - Q1 2030,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Harry Persaud, Engineering and Construction Services",hpersau3@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3814786566566,43.7222201386792],[-79.3814653395746,43.7222627934801],[-79.3814612224624,43.7223466484254],[-79.3814808432434,43.7224708625707],[-79.3815234400595,43.7226921096576],[-79.3815864354799,43.7229965349621],[-79.3816147933836,43.7231452424089]]}"
234,19206,TS2023-13-001,2024-04-25,Major Road Reconstruction,GERRARD ST E&lt;br&gt; From: SHERBOURNE ST&lt;br&gt; To: CENTRAL HOSPITAL LANE,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q1 2027 - Q1 2028,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Marilia Cimini, Engineering and Construction Services",mcimini@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3722361254016,43.6612269152213],[-79.3714388008979,43.6614023360052]]}"
235,19225,,2023-12-08,Laneway Reconstruction,[36.60 m N] DUNDAS ST W&lt;br&gt; From: BEATRICE ST&lt;br&gt; To: MONTROSE AVE,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q1 2025 - Q2 2026 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Amran Durrani, Engineering and Construction Services",adurran2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4150964902151,43.6509001329198],[-79.4155810547327,43.6508007945212],[-79.4161380940756,43.6506865902031]]}"
236,19288,,2022-08-18,Laneway Reconstruction,NUNES LANE&lt;br&gt; From: MC FARLAND AVE&lt;br&gt; To: VIA ITALIA,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2026 - Q2 2027,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Lucas Da Costa, Engineering and Construction Services",ldacost@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4425101582618,43.673247569697],[-79.4437645179198,43.6729581349581]]}"
237,19315,,2023-02-13,Local Road Rehabilitation,MACPHERSON AVE&lt;br&gt; From: [15.20 m W] DAVENPORT RD&lt;br&gt; To: HURON ST,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2026 - Q2 2027,Active,,Transportation Services,"Lucas Da Costa, Engineering and Construction Services",ldacost@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4040959554037,43.6765933111377],[-79.4051682267088,43.6763638637536]]}"
238,19405,,2025-04-12,Laneway Reconstruction,[37.80 m W] OSSINGTON AVE&lt;br&gt; From: [39.90 m S] NORTHUMBERLAND ST&lt;br&gt; To: NORTHUMBERLAND ST,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2027 - Q4 2027,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Osa Ehioghiren, Engineering and Construction Services",oehiogh@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4265170795357,43.6624741982785],[-79.4265122177632,43.6624946182977],[-79.4266741792454,43.6628937715732]]}"
239,19456,,2024-10-28,Laneway Reconstruction,[40.20 m N] NORMAN AVE&lt;br&gt; From: CALEDONIA RD&lt;br&gt; To: GILBERT AVE,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2026 - Q4 2027,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Amran Durrani, Engineering and Construction Services",adurran2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4559741306975,43.6782030316494],[-79.4566428105757,43.6780566539711],[-79.4572603498788,43.6779214734103]]}"
240,19461,,2024-03-14,Local Road Reconstruction,STRATHEDEN RD&lt;br&gt; From: MILDENHALL RD&lt;br&gt; To: DANESWOOD RD,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2027 - Q1 2030,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Harry Persaud, Engineering and Construction Services",hpersau3@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3838624792093,43.721721433073],[-79.3814786566566,43.7222201386792]]}"
241,19505,1,2024-03-14,Local Road Reconstruction,ROTHMERE DR&lt;br&gt; From: BRAESIDE RD&lt;br&gt; To: MILDENHALL RD,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2027 - Q1 2030,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Harry Persaud, Engineering and Construction Services",hpersau3@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3902974312957,43.7284420446276],[-79.390213770356,43.7284405583093],[-79.3886777136323,43.728769851871],[-79.3885095242891,43.7288058162057],[-79.3883398209852,43.728842129862],[-79.3881624285215,43.728887391073],[-79.3879871415069,43.7289490273205],[-79.3878278937659,43.7290094017647],[-79.3868903087035,43.7293062854974]]}"
